"","feature","id","fc","pval","qval"
"32","gene","MSTRG.14401",0.115691602437836,8.17514531703534e-06,0.00261553555486899
"33","gene","MSTRG.3077",2.68834891243631,8.97099216645714e-06,0.00278318235758146
"34","gene","MSTRG.4522",2.58781883391004,1.02342919325871e-05,0.00294944434851119
"35","gene","MSTRG.15097",0.123143522773002,1.02799358590033e-05,0.00294944434851119
"36","gene","MSTRG.2420",0.1483778231324,1.11082929232786e-05,0.00294944434851119
"37","gene","MSTRG.825",0.179769640520393,1.15417642072568e-05,0.00294944434851119
"38","gene","MSTRG.16821",0.664639002245527,1.17357515393435e-05,0.00294944434851119
"39","gene","MSTRG.17140",3.0496182284359,1.17741539176208e-05,0.00294944434851119
"40","gene","MSTRG.17986",2.23557007954628,1.2160283908047e-05,0.00294944434851119
"41","gene","MSTRG.7547",1.4152514837392,1.22512717890544e-05,0.00294944434851119
"42","gene","MSTRG.17162",0.212723189560127,1.22910927300435e-05,0.00294944434851119
"43","gene","MSTRG.15106",0.309143898127246,1.23877814989237e-05,0.00294944434851119
"44","gene","MSTRG.7993",2.00356080801131,1.39334544768666e-05,0.00321635583710502
"45","gene","MSTRG.6305",1.66920443778096,1.4310488255509e-05,0.00321635583710502
"46","gene","MSTRG.3563",0.176775615104855,1.44512960057464e-05,0.00321635583710502
"47","gene","MSTRG.953",5.12908885266836,1.54224146851067e-05,0.00335946130949198
"48","gene","MSTRG.169",0.216093327876238,1.6415342725784e-05,0.00346842209154246
"49","gene","MSTRG.10867",3.39273496510234,1.6600183872395e-05,0.00346842209154246
"50","gene","MSTRG.11809",13.3422598505853,1.74406983559638e-05,0.00357115739536716
"51","gene","MSTRG.18142",0.104688079741214,1.83010331984423e-05,0.00366505101642269
"52","gene","MSTRG.8307",2.67424870704993,1.88584941879233e-05,0.00366505101642269
"53","gene","MSTRG.1262",0.615686897910485,1.89732080357885e-05,0.00366505101642269
"54","gene","MSTRG.14057",0.400355463541032,1.97503001502231e-05,0.00374451060996266
"55","gene","MSTRG.5771",0.0207158264924694,2.0692517880172e-05,0.00385181814649457
"56","gene","MSTRG.8127",0.114170195995959,2.22625717964942e-05,0.00404584240481201
"57","gene","MSTRG.7927",2.19096946774672,2.25252019021571e-05,0.00404584240481201
"58","gene","MSTRG.8230",6.56746137606079,2.35178725382923e-05,0.0041513099835696
"59","gene","MSTRG.8780",0.35700652129565,2.43455234458789e-05,0.00422456727184591
"60","gene","MSTRG.9416",0.382635241209229,2.69967986871178e-05,0.00458594926289419
"61","gene","MSTRG.2169",1.6526854011161,2.73239797847769e-05,0.00458594926289419
"62","gene","MSTRG.4769",3.91365197255449,2.81861259752159e-05,0.00462551972657708
"63","gene","MSTRG.4917",2.01175057322831,2.86148519821339e-05,0.00462551972657708
"64","gene","MSTRG.16341",0.255161304808094,2.8915145780517e-05,0.00462551972657708
"65","gene","MSTRG.12022",0.67455888080022,2.96871118008468e-05,0.00467594847103184
"66","gene","MSTRG.4761",3.26631825999334,3.01920373515507e-05,0.0046789161659423
"67","gene","MSTRG.6972",0.210487283470482,3.09302670240541e-05,0.0046789161659423
"68","gene","MSTRG.9487",2.45955018442697,3.13858912341924e-05,0.0046789161659423
"69","gene","MSTRG.6236",0.0983915823740446,3.1534012058021e-05,0.0046789161659423
"70","gene","MSTRG.3011",0.145655768622133,3.21031942418504e-05,0.00469466267197497
"71","gene","MSTRG.8324",0.710093638516427,3.25572425972087e-05,0.00469466267197497
"72","gene","MSTRG.4837",0.0544272819683538,3.31456594397928e-05,0.00471312862978609
"73","gene","MSTRG.16739",8.47381107441518,3.55448090125776e-05,0.00496836516892637
"74","gene","MSTRG.11311",3.17483290231137,3.59112153253127e-05,0.00496836516892637
"75","gene","MSTRG.4147",0.402890602745429,3.65897408507454e-05,0.00499364271038075
"76","gene","MSTRG.11443",0.43079039341514,3.7069432114567e-05,0.00499364271038075
"77","gene","MSTRG.8401",1.14652922491523,3.77249505723043e-05,0.00501594862284742
"78","gene","MSTRG.3137",0.00995139646938035,3.84585875561338e-05,0.00504793614614998
"79","gene","MSTRG.15360",7.27170855325514,4.02062957234328e-05,0.0051874360910717
"80","gene","MSTRG.14484",2.0871870075438,4.0534761407085e-05,0.0051874360910717
"81","gene","MSTRG.8283",0.551667670931912,4.17137434078896e-05,0.00527241117296264
"82","gene","MSTRG.13645",0.431208397652597,4.42773283642062e-05,0.00548774574615927
"83","gene","MSTRG.1072",14.3621399774137,4.50575817039223e-05,0.00548774574615927
"84","gene","MSTRG.5705",0.680638352759405,4.54670589388195e-05,0.00548774574615927
"85","gene","MSTRG.11807",1.32507690911032,4.55614757202127e-05,0.00548774574615927
"86","gene","MSTRG.2744",1.41605763789522,4.61651413456998e-05,0.00549579903601482
"87","gene","MSTRG.12049",3.91122720825047,4.78170795278343e-05,0.00558623817890539
"88","gene","MSTRG.17359",3.09442008868915,4.80161124969403e-05,0.00558623817890539
"89","gene","MSTRG.1570",2.17476882662203,4.87855404576187e-05,0.00561198160904607
"90","gene","MSTRG.10904",1.33626773407686,5.09110343795971e-05,0.00571329009172899
"91","gene","MSTRG.6765",0.07584404688218,5.1241419764203e-05,0.00571329009172899
"92","gene","MSTRG.702",1.71729988597791,5.13403680835189e-05,0.00571329009172899
"93","gene","MSTRG.1866",0.56847105170969,5.44510019000466e-05,0.00598220207930191
"94","gene","MSTRG.12021",14.9536369019107,5.4925473281342e-05,0.00598220207930191
"95","gene","MSTRG.13757",0.514383899214875,5.59928034300494e-05,0.0060342560159668
"96","gene","MSTRG.17133",1.47604589276603,5.67835685495455e-05,0.00605573098760673
"97","gene","MSTRG.15449",1.35665592388229,6.39966610236353e-05,0.00675461665525751
"98","gene","MSTRG.3801",0.0860090827056647,6.67739832965752e-05,0.00697583715296263
"99","gene","MSTRG.5742",0.0620548995862331,6.8544866636544e-05,0.00708850853156503
"100","gene","MSTRG.5907",0.283859377378449,7.1292803262013e-05,0.00716662895605364
"101","gene","MSTRG.2866",0.125111345728053,7.15967465458878e-05,0.00716662895605364
"102","gene","MSTRG.16363",0.554961864454143,7.24850390241283e-05,0.00716662895605364
"103","gene","MSTRG.14682",0.681830260847432,7.33100115544172e-05,0.00716662895605364
"104","gene","MSTRG.12955",4.62664093875614,7.36190613869203e-05,0.00716662895605364
"105","gene","MSTRG.12188",1.724618027626,7.44069751290599e-05,0.00716662895605364
"106","gene","MSTRG.10234",0.61563544228538,7.4459372651603e-05,0.00716662895605364
"107","gene","MSTRG.3461",1.73200221152226,7.49003026272455e-05,0.00716662895605364
"108","gene","MSTRG.17021",0.752071139608262,7.8362743685112e-05,0.0074284978689646
"109","gene","MSTRG.16339",4.50485817428676,7.96606440742753e-05,0.00748225389020579
"110","gene","MSTRG.5815",0.234369591849941,8.0929705569166e-05,0.00753234841470111
"111","gene","MSTRG.16075",0.676680699697894,8.52981666231711e-05,0.00781874406921737
"112","gene","MSTRG.6294",0.181259921310978,8.58599643733804e-05,0.00781874406921737
"113","gene","MSTRG.9820",1.61586837854082,8.73497977907922e-05,0.00781874406921737
"114","gene","MSTRG.18552",1.28356255932644,8.84635076776608e-05,0.00781874406921737
"115","gene","MSTRG.16788",1.7403026935042,9.07226627664404e-05,0.00781874406921737
"116","gene","MSTRG.3810",1.48855925880064,9.08402509487427e-05,0.00781874406921737
"117","gene","MSTRG.13755",5.68708865452913,9.23544915775176e-05,0.00781874406921737
"118","gene","MSTRG.13436",1.26164820399127,9.25861946414752e-05,0.00781874406921737
"119","gene","MSTRG.15923",2.93504225382159,9.27946938014124e-05,0.00781874406921737
"120","gene","MSTRG.4963",2.90504084844398,9.3928722519232e-05,0.00781874406921737
"121","gene","MSTRG.13767",3.08870385127527,9.42916831049301e-05,0.00781874406921737
"122","gene","MSTRG.16483",1.32393310999003,9.43600263569877e-05,0.00781874406921737
"123","gene","MSTRG.5772",0.0182861966886858,9.44632934227752e-05,0.00781874406921737
"124","gene","MSTRG.16267",0.31852196635995,9.56228337352094e-05,0.00781874406921737
"125","gene","MSTRG.15350",0.0524405588902407,9.60160937206744e-05,0.00781874406921737
"126","gene","MSTRG.18297",0.562581392253335,9.6486021103015e-05,0.00781874406921737
"127","gene","MSTRG.17854",3.97055120427445,9.7408953770417e-05,0.00781874406921737
"128","gene","MSTRG.18433",2.27144412626471,9.88782748688743e-05,0.00781874406921737
"129","gene","MSTRG.8997",1.39712022370956,9.95811830248883e-05,0.00781874406921737
"130","gene","MSTRG.6790",0.422468433188064,9.97468744802221e-05,0.00781874406921737
"131","gene","MSTRG.4216",0.751628956916063,0.000101668109201425,0.00781874406921737
"132","gene","MSTRG.4607",0.284032878958092,0.00010185440773014,0.00781874406921737
"133","gene","MSTRG.4551",2.39701972361296,0.000103632443708479,0.00781874406921737
"134","gene","MSTRG.6358",3.70126143913291,0.000103759739698783,0.00781874406921737
"135","gene","MSTRG.4207",0.0849362612257663,0.000103960843048201,0.00781874406921737
"136","gene","MSTRG.5444",0.422421924000236,0.000105041229332858,0.00781874406921737
"137","gene","MSTRG.5704",5.96757221457281,0.000105357343713974,0.00781874406921737
"138","gene","MSTRG.1039",0.124214530106142,0.000107754809270277,0.00781874406921737
"139","gene","MSTRG.17997",8.67888159836987,0.000107807146397132,0.00781874406921737
"140","gene","MSTRG.14664",0.282153551291161,0.000107872611000537,0.00781874406921737
"141","gene","MSTRG.3323",0.56656342493488,0.000108619047774594,0.00781874406921737
"142","gene","MSTRG.8165",0.472235295215155,0.000108858840828008,0.00781874406921737
"143","gene","MSTRG.4665",0.31701339749073,0.000109696196869402,0.00781874406921737
"144","gene","MSTRG.18537",3.03562120125011,0.000109972567490457,0.00781874406921737
"145","gene","MSTRG.17778",0.142379830940339,0.000112853061383977,0.00793756818293601
"146","gene","MSTRG.18137",3.29758109887078,0.000113194467152633,0.00793756818293601
"147","gene","MSTRG.8327",6.97592662886463,0.000115639297267101,0.00805384439061616
"148","gene","MSTRG.417",2.38819137559519,0.000116776319918799,0.00807761658524738
"149","gene","MSTRG.3878",0.763595350143416,0.000117862355503817,0.00807761658524738
"150","gene","MSTRG.17698",0.666681638287966,0.000119095598716701,0.00807761658524738
"151","gene","MSTRG.17246",3.16889589691699,0.000119136560302047,0.00807761658524738
"152","gene","MSTRG.12535",0.276418520249073,0.00012047850296204,0.00808192750209027
"153","gene","MSTRG.8402",1.42123924127219,0.00012114907120242,0.00808192750209027
"154","gene","MSTRG.7815",0.307276231001284,0.000122002411977906,0.00808192750209027
"155","gene","MSTRG.1766",0.76783533122549,0.000122357761557335,0.00808192750209027
"156","gene","MSTRG.11119",0.781544540012048,0.000123419017152626,0.00809976857441402
"157","gene","MSTRG.9600",1.76115063337928,0.000125378084832151,0.00817592886950037
"158","gene","MSTRG.18482",6.12767018497642,0.000126651210747286,0.00820667782044757
"159","gene","MSTRG.10963",0.424067419054902,0.000128721165526979,0.00828834775261141
"160","gene","MSTRG.17651",3.6725093379805,0.000129606111692215,0.00829317107190563
"161","gene","MSTRG.8973",0.571977100152858,0.0001316499750037,0.00835840841548902
"162","gene","MSTRG.6943",0.150147978878394,0.000132258464867085,0.00835840841548902
"163","gene","MSTRG.17789",11.6300587330438,0.00013314642432305,0.00836290240625387
"164","gene","MSTRG.601",0.118338533267482,0.000134757417310394,0.00841212722689944
"165","gene","MSTRG.18046",0.259771907024718,0.000136370568835864,0.00841212722689944
"166","gene","MSTRG.17490",5.01306181157904,0.000136395108386922,0.00841212722689944
"167","gene","MSTRG.5455",4.35558724469323,0.000138332500358329,0.00845028453565501
"168","gene","MSTRG.3882",0.20860271614533,0.000140021236223253,0.00845028453565501
"169","gene","MSTRG.2894",3.56013630504057,0.000140553051990455,0.00845028453565501
"170","gene","MSTRG.12956",2.3039295713241,0.000140771447433963,0.00845028453565501
"171","gene","MSTRG.9252",1.81767161774,0.000141140716506838,0.00845028453565501
"172","gene","MSTRG.13000",1.2151189618811,0.00014276534651203,0.00845235569103384
"173","gene","MSTRG.223",0.508542163319355,0.000142826483155778,0.00845235569103384
"174","gene","MSTRG.2521",1.73167602263304,0.000143851240699711,0.00846407472576803
"175","gene","MSTRG.501",0.623493020481389,0.00014502223116053,0.00848421487212288
"176","gene","MSTRG.2561",1.41109021953336,0.000146417374466079,0.00849662547670841
"177","gene","MSTRG.1785",2.79640356127005,0.00014689418923397,0.00849662547670841
"178","gene","MSTRG.5271",0.22557657210979,0.00014854644627682,0.00854392425270836
"179","gene","MSTRG.2572",0.393570996348733,0.000151463531770979,0.00861274861381192
"180","gene","MSTRG.9117",0.719044536580945,0.000152432080964715,0.00861274861381192
"181","gene","MSTRG.16384",5.40550893540694,0.000152485364390609,0.00861274861381192
"182","gene","MSTRG.16906",5.15553167512595,0.00015310805310742,0.00861274861381192
"183","gene","MSTRG.907",2.4999945784256,0.000154389403457134,0.00863737001417559
"184","gene","MSTRG.16053",0.673897523253104,0.0001557514947228,0.00865226850113309
"185","gene","MSTRG.12729",0.682670970764259,0.000156345934040791,0.00865226850113309
"186","gene","MSTRG.5969",0.875813621587399,0.00015837334778035,0.008717345884813
"187","gene","MSTRG.15773",3.36960791558845,0.000159626076419173,0.00873931428010422
"188","gene","MSTRG.9251",0.374519337199004,0.000161764484266191,0.00880928079743227
"189","gene","MSTRG.3326",0.111071210397566,0.000162985396865101,0.00882880684182487
"190","gene","MSTRG.7309",1.50860679363594,0.000164919696583721,0.00887739312238127
"191","gene","MSTRG.2360",0.366063642714267,0.000165616535102053,0.00887739312238127
"192","gene","MSTRG.8806",3.22628952539967,0.000170919126952107,0.00903249758812304
"193","gene","MSTRG.15922",2.23239469524364,0.000171518155221095,0.00903249758812304
"194","gene","MSTRG.11141",2.66534585138139,0.000171677131671766,0.00903249758812304
"195","gene","MSTRG.2621",0.598751515687253,0.000172451143153896,0.00903249758812304
"196","gene","MSTRG.10565",2.48092803944703,0.00017292142286307,0.00903249758812304
"197","gene","MSTRG.16497",1.42184746625016,0.00017689252332076,0.00919302362313674
"198","gene","MSTRG.6587",1.86124131518662,0.000178292452750028,0.00921898046088278
"199","gene","MSTRG.6230",0.0578737592259639,0.000181225803620011,0.00932356672091292
"200","gene","MSTRG.15560",0.168467976308868,0.000184731051390274,0.00943328493473206
"201","gene","MSTRG.17347",1.86170433839904,0.000185201237730137,0.00943328493473206
"202","gene","MSTRG.462",1.82372899745052,0.000186636519922012,0.00945933015327505
"203","gene","MSTRG.14285",0.785749938493779,0.00018778632741312,0.00947053459589478
"204","gene","MSTRG.17678",1.42016072913378,0.000188707663368093,0.00947053459589478
"205","gene","MSTRG.5716",0.747669865324398,0.000190929495955672,0.00953529843704472
"206","gene","MSTRG.11454",4.11161135607597,0.000192300338332285,0.00955714011575697
"207","gene","MSTRG.6763",0.329322085495477,0.000194121662022928,0.00960105109077651
"208","gene","MSTRG.12442",0.608307693583255,0.000199166362433445,0.00980319816631543
"209","gene","MSTRG.4709",1.70603316576464,0.000201343070111104,0.00986292034352863
